"",,Life,,,,Life,
45,5.2530,.96655,.03345,100,1.6346,.30077,.69923
46,5.2378,.96375,.03625,101,1.5625,.28750,.71250
47,5.2214,.96075,.03925,102,1.4909,.27432,.72568
48,5.2038,.95751,.04249,103,1.4192,.26114,.73886
49,5.1849,.95402,.04598,104,1.3412,.24678,.75322
50,5.1644,.95025,.04975,105,1.2656,.23287,.76713
51,5.1422,.94617,.05383,106,1.1642,.21421,.78579
52,5.1186,.94182,.05818,107,1.0371,.19083,.80917
53,5.0934,.93719,.06281,108,.8236,.15154,.84846
54,5.0666,.93226,.06774,109,.4223,.07770,.92230
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,5.3184,.98922,.01078,55,4.9893,.92802,.07198
1,5.3625,.99743,.00257,56,4.9596,.92248,.07752
2,5.3642,.99774,.00226,57,4.9279,.91658,.08342
3,5.3648,.99785,.00215,58,4.8944,.91036,.08964
4,5.3648,.99786,.00214,59,4.8594,.90385,.09615
5,5.3645,.99779,.00221,60,4.8229,.89706,.10294
6,5.3638,.99767,.00233,61,4.7846,.88994,.11006
7,5.3629,.99751,.00249,62,4.7442,.88242,.11758
8,5.3618,.99730,.00270,63,4.7014,.87447,.12553
9,5.3603,.99701,.00299,64,4.6564,.86608,.13392
10,5.3583,.99665,.00335,65,4.6088,.85724,.14276
11,5.3559,.99620,.00380,66,4.5585,.84788,.15212
12,5.3531,.99567,.00433,67,4.5048,.83789,.16211
13,5.3500,.99509,.00491,68,4.4477,.82727,.17273
14,5.3470,.99453,.00547,69,4.3872,.81603,.18397
15,5.3442,.99402,.00598,70,4.3238,.80423,.19577
16,5.3419,.99360,.00640,71,4.2578,.79195,.20805
17,5.3400,.99324,.00676,72,4.1894,.77923,.22077
18,5.3385,.99295,.00705,73,4.1188,.76610,.23390
19,5.3371,.99269,.00731,74,4.0455,.75247,.24753
20,5.3356,.99243,.00757,75,3.9689,.73821,.26179
21,5.3341,.99214,.00786,76,3.8881,.72319,.27681
22,5.3326,.99187,.00813,77,3.8030,.70736,.29264
23,5.3310,.99157,.00843,78,3.7134,.69070,.30930
24,5.3293,.99124,.00876,79,3.6200,.67332,.32668
25,5.3272,.99087,.00913,80,3.5236,.65540,.34460
26,5.3250,.99044,.00956,81,3.4254,.63712,.36288
27,5.3223,.98994,.01006,82,3.3259,.61862,.38138
28,5.3193,.98940,.01060,83,3.2253,.59990,.40010
29,5.3161,.98879,.01121,84,3.1225,.58078,.41922
30,5.3126,.98814,.01186,85,3.0164,.56105,.43895
31,5.3089,.98745,.01255,86,2.9082,.54093,.45907
32,5.3049,.98671,.01329,87,2.7998,.52077,.47923
33,5.3005,.98589,.01411,88,2.6916,.50064,.49936
34,5.2958,.98502,.01498,89,2.5835,.48053,.51947
35,5.2906,.98405,.01595,90,2.4757,.46048,.53952
36,5.2850,.98301,.01699,91,2.3707,.44094,.55906
37,5.2789,.98187,.01813,92,2.2714,.42248,.57752
38,5.2721,.98062,.01938,93,2.1782,.40515,.59485
39,5.2647,.97924,.02076,94,2.0899,.38871,.61129
40,5.2565,.97771,.02229,95,2.0042,.37279,.62721
41,5.2473,.97599,.02401,96,1.9223,.35754,.64246
42,5.2370,.97409,.02591,97,1.8454,.34325,.65675
43,5.2256,.97197,.02803,98,1.7725,.32968,.67032
44,5.2131,.96963,.03037,99,1.7001,.31622,.68378
45,5.1994,.96709,.03291,100,1.6286,.30292,.69708
46,5.1845,.96433,.03567,101,1.5570,.28959,.71041
47,5.1686,.96136,.03864,102,1.4858,.27635,.72365
48,5.1514,.95817,.04183,103,1.4146,.26311,.73689
49,5.1329,.95473,.04527,104,1.3370,.24868,.75132
50,5.1129,.95100,.04900,105,1.2619,.23471,.76529
51,5.0912,.94697,.05303,106,1.1610,.21594,.78406
52,5.0681,.94267,.05733,107,1.0346,.19244,.80756
53,5.0435,.93809,.06191,108,.8219,.15287,.84713
54,5.0173,.93322,.06678,109,.4216,.07841,.92159
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,5.2620,.98926,.01074,55,4.9415,.92901,.07099
1,5.3056,.99746,.00254,56,4.9124,.92353,.07647
2,5.3073,.99777,.00223,57,4.8813,.91769,.08231
3,5.3079,.99788,.00212,58,4.8486,.91153,.08847
4,5.3079,.99789,.00211,59,4.8143,.90508,.09492
5,5.3076,.99783,.00217,60,4.7785,.89835,.10165
6,5.3070,.99772,.00228,61,4.7410,.89130,.10870
7,5.3061,.99755,.00245,62,4.7014,.88386,.11614
8,5.3050,.99735,.00265,63,4.6594,.87597,.12403
9,5.3036,.99707,.00293,64,4.6152,.86766,.13234
10,5.3016,.99671,.00329,65,4.5686,.85889,.14111
11,5.2993,.99626,.00374,66,4.5192,.84960,.15040
12,5.2965,.99574,.00426,67,4.4664,.83969,.16031
13,5.2934,.99517,.00483,68,4.4103,.82914,.17086
14,5.2905,.99461,.00539,69,4.3509,.81797,.18203
15,5.2878,.99410,.00590,70,4.2886,.80625,.19375
16,5.2855,.99368,.00632,71,4.2236,.79404,.20596
17,5.2837,.99333,.00667,72,4.1563,.78139,.21861
18,5.2822,.99305,.00695,73,4.0869,.76833,.23167
19,5.2808,.99279,.00721,74,4.0147,.75477,.24523
20,5.2794,.99253,.00747,75,3.9392,.74057,.25943
21,5.2779,.99225,.00775,76,3.8597,.72562,.27438
22,5.2765,.99198,.00802,77,3.7758,.70984,.29016
23,5.2749,.99169,.00831,78,3.6874,.69324,.30676
24,5.2732,.99137,.00863,79,3.5952,.67590,.32410
25,5.2713,.99100,.00900,80,3.5001,.65802,.34198
26,5.2691,.99059,.00941,81,3.4031,.63978,.36022
27,5.2665,.99010,.00990,82,3.3048,.62130,.37870
28,5.2636,.98956,.01044,83,3.2054,.60261,.39739
29,5.2604,.98896,.01104,84,3.1037,.58350,.41650
30,5.2570,.98832,.01168,85,2.9988,.56378,.43622
31,5.2534,.98764,.01236,86,2.8917,.54365,.45635
32,5.2495,.98691,.01309,87,2.7845,.52348,.47652
33,5.2453,.98612,.01388,88,2.6773,.50333,.49667
34,5.2407,.98526,.01474,89,2.5702,.48319,.51681
35,5.2357,.98431,.01569,90,2.4633,.46311,.53689
36,5.2302,.98329,.01671,91,2.3592,.44353,.55647
37,5.2243,.98217,.01783,92,2.2607,.42502,.57498
38,5.2177,.98093,.01907,93,2.1683,.40764,.59236
39,5.2105,.97958,.02042,94,2.0806,.39116,.60884
40,5.2025,.97807,.02193,95,1.9957,.37518,.62482
41,5.1935,.97639,.02361,96,1.9143,.35988,.64012
42,5.1836,.97451,.02549,97,1.8380,.34554,.65446
43,5.1725,.97242,.02758,98,1.7656,.33193,.66807
44,5.1602,.97012,.02988,99,1.6936,.31841,.68159
45,5.1469,.96761,.03239,100,1.6226,.30505,.69495
46,5.1324,.96488,.03512,101,1.5514,.29167,.70833
47,5.1168,.96196,.03804,102,1.4807,.27837,.72163
48,5.1000,.95881,.04119,103,1.4099,.26506,.73494
49,5.0820,.95541,.04459,104,1.3328,.25057,.74943
50,5.0624,.95173,.04827,105,1.2582,.23653,.76347
51,5.0412,.94775,.05225,106,1.1578,.21767,.78233
52,5.0186,.94350,.05650,107,1.0321,.19403,.80597
53,4.9945,.93897,.06103,108,.8202,.15420,.84580
54,4.9689,.93415,.06585,109,.4209,.07912,.92088
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,5.2068,.98929,.01071,55,4.8946,.92997,.07003
1,5.2499,.99749,.00251,56,4.8660,.92455,.07545
2,5.2516,.99780,.00220,57,4.8356,.91877,.08123
3,5.2522,.99792,.00208,58,4.8035,.91267,.08733
4,5.2523,.99793,.00207,59,4.7699,.90628,.09372
5,5.2519,.99787,.00213,60,4.7348,.89962,.10038
6,5.2514,.99776,.00224,61,4.6981,.89264,.10736
7,5.2505,.99760,.00240,62,4.6592,.88526,.11474
8,5.2494,.99740,.00260,63,4.6181,.87744,.12256
9,5.2480,.99712,.00288,64,4.5747,.86920,.13080
10,5.2461,.99676,.00324,65,4.5290,.86050,.13950
11,5.2438,.99632,.00368,66,4.4805,.85129,.14871
12,5.2411,.99580,.00420,67,4.4287,.84145,.15855
13,5.2381,.99524,.00476,68,4.3735,.83097,.16903
14,5.2352,.99469,.00531,69,4.3151,.81988,.18012
15,5.2325,.99418,.00582,70,4.2538,.80823,.19177
16,5.2303,.99376,.00624,71,4.1900,.79609,.20391
17,5.2285,.99342,.00658,72,4.1237,.78351,.21649
18,5.2270,.99314,.00686,73,4.0554,.77052,.22948
19,5.2257,.99288,.00712,74,3.9843,.75703,.24297
20,5.2244,.99263,.00737,75,3.9100,.74290,.25710
21,5.2229,.99236,.00764,76,3.8316,.72800,.27200
22,5.2215,.99209,.00791,77,3.7489,.71229,.28771
23,5.2200,.99181,.00819,78,3.6618,.69574,.30426
24,5.2184,.99149,.00851,79,3.5708,.67845,.32155
25,5.2165,.99113,.00887,80,3.4769,.66061,.33939
26,5.2143,.99072,.00928,81,3.3811,.64240,.35760
27,5.2118,.99024,.00976,82,3.2840,.62395,.37605
28,5.2090,.98971,.01029,83,3.1857,.60528,.39472
29,5.2059,.98913,.01087,84,3.0852,.58619,.41381
30,5.2026,.98850,.01150,85,2.9814,.56647,.43353
31,5.1991,.98783,.01217,86,2.8755,.54634,.45366
32,5.1954,.98712,.01288,87,2.7693,.52616,.47384
33,5.1912,.98633,.01367,88,2.6631,.50599,.49401
34,5.1868,.98549,.01451,89,2.5570,.48583,.51417
35,5.1819,.98456,.01544,90,2.4511,.46571,.53429
36,5.1766,.98355,.01645,91,2.3478,.44609,.55391
37,5.1708,.98245,.01755,92,2.2502,.42753,.57247
38,5.1644,.98124,.01876,93,2.1585,.41011,.58989
39,5.1574,.97991,.02009,94,2.0715,.39358,.60642
40,5.1496,.97843,.02157,95,1.9871,.37756,.62244
41,5.1409,.97677,.02323,96,1.9063,.36220,.63780
42,5.1311,.97492,.02508,97,1.8306,.34781,.65219
43,5.1203,.97286,.02714,98,1.7587,.33415,.66585
44,5.1084,.97059,.02941,99,1.6872,.32058,.67942
45,5.0954,.96812,.03188,100,1.6167,.30717,.69283
46,5.0812,.96543,.03457,101,1.5460,.29373,.70627
47,5.0660,.96254,.03746,102,1.4757,.28037,.71963
48,5.0496,.95943,.04057,103,1.4053,.26701,.73299
49,5.0320,.95608,.04392,104,1.3286,.25244,.74756
50,5.0128,.95244,.04756,105,1.2544,.23834,.76166
51,4.9921,.94851,.05149,106,1.1547,.21938,.78062
52,4.9700,.94431,.05569,107,1.0296,.19562,.80438
53,4.9465,.93983,.06017,108,.8185,.15552,.84448
54,4.9214,.93506,.06494,109,.4202,.07983,.92017
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,5.1528,.98933,.01067,55,4.8485,.93091,.06909
1,5.1954,.99751,.00249,56,4.8205,.92554,.07446
2,5.1970,.99783,.00217,57,4.7907,.91982,.08018
3,5.1976,.99795,.00205,58,4.7593,.91378,.08622
4,5.1977,.99796,.00204,59,4.7263,.90746,.09254
5,5.1974,.99790,.00210,60,4.6920,.90086,.09914
6,5.1969,.99780,.00220,61,4.6559,.89394,.10606
7,5.1960,.99764,.00236,62,4.6178,.88662,.11338
8,5.1950,.99744,.00256,63,4.5775,.87888,.12112
9,5.1936,.99717,.00283,64,4.5349,.87070,.12930
10,5.1918,.99682,.00318,65,4.4900,.86208,.13792
11,5.1895,.99638,.00362,66,4.4424,.85294,.14706
12,5.1868,.99587,.00413,67,4.3915,.84317,.15683
13,5.1839,.99531,.00469,68,4.3373,.83277,.16723
14,5.1810,.99476,.00524,69,4.2799,.82175,.17825
15,5.1784,.99426,.00574,70,4.2196,.81017,.18983
16,5.1763,.99384,.00616,71,4.1568,.79810,.20190
17,5.1745,.99350,.00650,72,4.0916,.78559,.21441
18,5.1730,.99323,.00677,73,4.0243,.77267,.22733
19,5.1718,.99298,.00702,74,3.9544,.75925,.24075
20,5.1704,.99272,.00728,75,3.8812,.74518,.25482
21,5.1690,.99246,.00754,76,3.8039,.73035,.26965
22,5.1677,.99220,.00780,77,3.7224,.71469,.28531
23,5.1662,.99192,.00808,78,3.6364,.69820,.30180
24,5.1646,.99161,.00839,79,3.5466,.68095,.31905
25,5.1628,.99126,.00874,80,3.4539,.66315,.33685
26,5.1607,.99086,.00914,81,3.3593,.64498,.35502
27,5.1582,.99038,.00962,82,3.2633,.62656,.37344
28,5.1555,.98986,.01014,83,3.1662,.60792,.39208
29,5.1525,.98929,.01071,84,3.0669,.58884,.41116
30,5.1493,.98867,.01133,85,2.9642,.56913,.43087
31,5.1459,.98802,.01198,86,2.8594,.54900,.45100
32,5.1423,.98731,.01269,87,2.7542,.52881,.47119
33,5.1382,.98654,.01346,88,2.6491,.50862,.49138
34,5.1339,.98572,.01428,89,2.5439,.48843,.51157
35,5.1292,.98480,.01520,90,2.4390,.46828,.53172
36,5.1240,.98381,.01619,91,2.3366,.44862,.55138
37,5.1184,.98273,.01727,92,2.2397,.43002,.56998
38,5.1122,.98154,.01846,93,2.1487,.41256,.58744
39,5.1054,.98023,.01977,94,2.0624,.39598,.60402
40,5.0978,.97877,.02123,95,1.9787,.37991,.62009
41,5.0893,.97714,.02286,96,1.8985,.36451,.63549
42,5.0798,.97531,.02469,97,1.8233,.35007,.64993
43,5.0692,.97329,.02671,98,1.7518,.33635,.66365
44,5.0575,.97105,.02895,99,1.6809,.32273,.67727
45,5.0448,.96861,.03139,100,1.6108,.30927,.69073
46,5.0310,.96596,.03404,101,1.5405,.29578,.70422
47,5.0162,.96311,.03689,102,1.4706,.28236,.71764
48,5.0002,.96003,.03997,103,1.4007,.26894,.73106
49,4.9829,.95672,.04328,104,1.3245,.25431,.74569
50,4.9642,.95313,.04687,105,1.2508,.24015,.75985
51,4.9440,.94924,.05076,106,1.1515,.22109,.77891
52,4.9224,.94509,.05491,107,1.0271,.19720,.80280
53,4.8993,.94066,.05934,108,.8168,.15683,.84317
54,4.8747,.93594,.06406,109,.4195,.08054,.91946
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,5.0998,.98936,.01064,55,4.8032,.93183,.06817
1,5.1420,.99754,.00246,56,4.7759,.92652,.07348
2,5.1436,.99786,.00214,57,4.7467,.92085,.07915
3,5.1442,.99798,.00202,58,4.7158,.91487,.08513
4,5.1443,.99799,.00201,59,4.6835,.90860,.09140
5,5.1440,.99794,.00206,60,4.6498,.90206,.09794
6,5.1435,.99784,.00216,61,4.6145,.89521,.10479
7,5.1427,.99768,.00232,62,4.5771,.88796,.11204
8,5.1417,.99749,.00251,63,4.5375,.88028,.11972
9,5.1403,.99722,.00278,64,4.4958,.87218,.12782
10,5.1385,.99687,.00313,65,4.4517,.86363,.13637
11,5.1363,.99644,.00356,66,4.4049,.85456,.14544
12,5.1337,.99593,.00407,67,4.3549,.84486,.15514
13,5.1308,.99537,.00463,68,4.3017,.83453,.16547
14,5.1280,.99483,.00517,69,4.2452,.82358,.17642
15,5.1254,.99433,.00567,70,4.1859,.81207,.18793
16,5.1233,.99392,.00608,71,4.1241,.80008,.19992
17,5.1216,.99358,.00642,72,4.0600,.78764,.21236
18,5.1202,.99331,.00669,73,3.9938,.77479,.22521
19,5.1189,.99307,.00693,74,3.9249,.76143,.23857
20,5.1176,.99282,.00718,75,3.8527,.74743,.25257
21,5.1163,.99256,.00744,76,3.7766,.73266,.26734
22,5.1149,.99230,.00770,77,3.6962,.71706,.28294
23,5.1135,.99203,.00797,78,3.6114,.70062,.29938
24,5.1120,.99173,.00827,79,3.5228,.68342,.31658
25,5.1102,.99138,.00862,80,3.4313,.66566,.33434
26,5.1082,.99099,.00901,81,3.3378,.64753,.35247
27,5.1058,.99052,.00948,82,3.2430,.62914,.37086
28,5.1031,.99001,.00999,83,3.1470,.61052,.38948
29,5.1002,.98944,.01056,84,3.0487,.59146,.40854
30,5.0971,.98884,.01116,85,2.9472,.57176,.42824
31,5.0938,.98819,.01181,86,2.8434,.55162,.44838
32,5.0902,.98750,.01250,87,2.7393,.53143,.46857
33,5.0863,.98675,.01325,88,2.6352,.51122,.48878
34,5.0821,.98593,.01407,89,2.5310,.49101,.50899
35,5.0775,.98503,.01497,90,2.4269,.47082,.52918
36,5.0725,.98406,.01594,91,2.3254,.45113,.54887
37,5.0670,.98300,.01700,92,2.2293,.43249,.56751
38,5.0610,.98183,.01817,93,2.1391,.41498,.58502
39,5.0543,.98054,.01946,94,2.0534,.39836,.60164
40,5.0469,.97910,.02090,95,1.9703,.38224,.61776
41,5.0386,.97750,.02250,96,1.8907,.36679,.63321
42,5.0294,.97570,.02430,97,1.8160,.35230,.64770
43,5.0191,.97370,.02630,98,1.7451,.33854,.66146
44,5.0077,.97149,.02851,99,1.6746,.32487,.67513
45,4.9953,.96909,.03091,100,1.6049,.31136,.68864
46,4.9818,.96647,.03353,101,1.5351,.29781,.70219
47,4.9673,.96366,.03634,102,1.4657,.28434,.71566
48,4.9517,.96062,.03938,103,1.3962,.27086,.72914
49,4.9348,.95735,.04265,104,1.3204,.25616,.74384
50,4.9165,.95380,.04620,105,1.2471,.24194,.75806
51,4.8967,.94996,.05004,106,1.1484,.22279,.77721
52,4.8755,.94586,.05414,107,1.0246,.19877,.80123
53,4.8530,.94147,.05853,108,.8152,.15814,.84186
54,4.8289,.93681,.06319,109,.4188,.08124,.91876
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,5.0479,.98939,.01061,55,4.7588,.93272,.06728
1,5.0896,.99757,.00243,56,4.7320,.92746,.07254
2,5.0913,.99789,.00211,57,4.7033,.92185,.07815
3,5.0919,.99801,.00199,58,4.6731,.91593,.08407
4,5.0920,.99803,.00197,59,4.6414,.90972,.09028
5,5.0917,.99797,.00203,60,4.6084,.90324,.09676
6,5.0912,.99787,.00213,61,4.5737,.89645,.10355
7,5.0904,.99772,.00228,62,4.5371,.88927,.11073
8,5.0895,.99753,.00247,63,4.4982,.88165,.11835
9,5.0881,.99727,.00273,64,4.4572,.87362,.12638
10,5.0864,.99692,.00308,65,4.4140,.86514,.13486
11,5.0842,.99650,.00350,66,4.3680,.85614,.14386
12,5.0816,.99599,.00401,67,4.3189,.84651,.15349
13,5.0788,.99544,.00456,68,4.2666,.83625,.16375
14,5.0760,.99490,.00510,69,4.2111,.82537,.17463
15,5.0735,.99441,.00559,70,4.1527,.81394,.18606
16,5.0714,.99400,.00600,71,4.0919,.80201,.19799
17,5.0697,.99366,.00634,72,4.0288,.78964,.21036
18,5.0683,.99339,.00661,73,3.9636,.77686,.22314
19,5.0671,.99315,.00685,74,3.8958,.76357,.23643
20,5.0659,.99291,.00709,75,3.8247,.74964,.25036
21,5.0645,.99265,.00735,76,3.7496,.73493,.26507
22,5.0633,.99240,.00760,77,3.6704,.71939,.28061
23,5.0619,.99213,.00787,78,3.5867,.70300,.29700
24,5.0604,.99184,.00816,79,3.4992,.68585,.31415
25,5.0587,.99150,.00850,80,3.4089,.66814,.33186
26,5.0567,.99111,.00889,81,3.3165,.65004,.34996
27,5.0544,.99065,.00935,82,3.2229,.63168,.36832
28,5.0518,.99015,.00985,83,3.1280,.61308,.38692
29,5.0490,.98959,.01041,84,3.0308,.59404,.40596
30,5.0459,.98900,.01100,85,2.9304,.57435,.42565
31,5.0427,.98836,.01164,86,2.8276,.55422,.44578
32,5.0392,.98768,.01232,87,2.7246,.53402,.46598
33,5.0354,.98694,.01306,88,2.6214,.51380,.48620
34,5.0313,.98614,.01386,89,2.5182,.49356,.50644
35,5.0268,.98526,.01474,90,2.4150,.47334,.52666
36,5.0219,.98430,.01570,91,2.3143,.45361,.54639
37,5.0166,.98326,.01674,92,2.2190,.43493,.56507
38,5.0107,.98210,.01790,93,2.1295,.41738,.58262
39,5.0043,.98084,.01916,94,2.0445,.40072,.59928
40,4.9971,.97943,.02057,95,1.9620,.38455,.61545
41,4.9890,.97784,.02216,96,1.8829,.36905,.63095
42,4.9800,.97607,.02393,97,1.8088,.35452,.64548
43,4.9699,.97411,.02589,98,1.7383,.34071,.65929
44,4.9588,.97192,.02808,99,1.6683,.32699,.67301
45,4.9467,.96955,.03045,100,1.5991,.31343,.68657
46,4.9335,.96697,.03303,101,1.5297,.29983,.70017
47,4.9193,.96419,.03581,102,1.4607,.28630,.71370
48,4.9040,.96119,.03881,103,1.3916,.27276,.72724
49,4.8876,.95796,.04204,104,1.3163,.25800,.74200
50,4.8697,.95445,.04555,105,1.2435,.24372,.75628
51,4.8503,.95066,.04934,106,1.1453,.22448,.77552
52,4.8296,.94660,.05340,107,1.0221,.20033,.79967
53,4.8075,.94226,.05774,108,.8135,.15945,.84055
54,4.7839,.93765,.06235,109,.4181,.08194,.91806
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,4.9971,.98943,.01057,55,4.7151,.93359,.06641
1,5.0384,.99760,.00240,56,4.6888,.92839,.07161
2,5.0400,.99792,.00208,57,4.6608,.92283,.07717
3,5.0406,.99804,.00196,58,4.6311,.91696,.08304
4,5.0407,.99806,.00194,59,4.6001,.91082,.08918
5,5.0404,.99801,.00199,60,4.5677,.90440,.09560
6,5.0400,.99791,.00209,61,4.5337,.89767,.10233
7,5.0392,.99776,.00224,62,4.4977,.89055,.10945
8,5.0383,.99758,.00242,63,4.4596,.88300,.11700
9,5.0370,.99732,.00268,64,4.4193,.87503,.12497
10,5.0352,.99698,.00302,65,4.3768,.86662,.13338
11,5.0331,.99655,.00345,66,4.3318,.85769,.14231
12,5.0306,.99605,.00395,67,4.2835,.84813,.15187
13,5.0278,.99550,.00450,68,4.2320,.83794,.16206
14,5.0251,.99496,.00504,69,4.1775,.82714,.17286
15,5.0226,.99448,.00552,70,4.1201,.81577,.18423
16,5.0206,.99407,.00593,71,4.0602,.80392,.19608
17,5.0189,.99374,.00626,72,3.9980,.79161,.20839
18,5.0175,.99347,.00653,73,3.9338,.77890,.22110
19,5.0163,.99324,.00676,74,3.8670,.76567,.23433
20,5.0151,.99300,.00700,75,3.7970,.75181,.24819
21,5.0139,.99274,.00726,76,3.7230,.73716,.26284
22,5.0126,.99250,.00750,77,3.6449,.72168,.27832
23,5.0113,.99223,.00777,78,3.5624,.70535,.29465
24,5.0098,.99195,.00805,79,3.4760,.68825,.31175
25,5.0081,.99161,.00839,80,3.3867,.67058,.32942
26,5.0062,.99123,.00877,81,3.2955,.65251,.34749
27,5.0040,.99078,.00922,82,3.2030,.63419,.36581
28,5.0015,.99029,.00971,83,3.1092,.61562,.38438
29,4.9987,.98974,.01026,84,3.0131,.59659,.40341
30,4.9957,.98915,.01085,85,2.9137,.57691,.42309
31,4.9926,.98853,.01147,86,2.8120,.55678,.44322
32,4.9892,.98786,.01214,87,2.7100,.53658,.46342
33,4.9855,.98713,.01287,88,2.6078,.51634,.48366
34,4.9815,.98635,.01365,89,2.5055,.49608,.50392
35,4.9771,.98548,.01452,90,2.4032,.47584,.52416
36,4.9724,.98453,.01547,91,2.3034,.45607,.54393
37,4.9672,.98351,.01649,92,2.2088,.43735,.56265
38,4.9615,.98237,.01763,93,2.1200,.41976,.58024
39,4.9552,.98113,.01887,94,2.0356,.40306,.59694
40,4.9482,.97974,.02026,95,1.9538,.38684,.61316
41,4.9403,.97818,.02182,96,1.8752,.37130,.62870
42,4.9315,.97644,.02356,97,1.8016,.35672,.64328
43,4.9217,.97450,.02550,98,1.7317,.34287,.65713
44,4.9108,.97234,.02766,99,1.6621,.32910,.67090
45,4.8990,.97000,.03000,100,1.5934,.31548,.68452
46,4.8861,.96745,.03255,101,1.5244,.30183,.69817
47,4.8723,.96471,.03529,102,1.4558,.28825,.71175
48,4.8573,.96175,.03825,103,1.3872,.27466,.72534
49,4.8412,.95856,.04144,104,1.3123,.25983,.74017
50,4.8237,.95509,.04491,105,1.2398,.24549,.75451
51,4.8047,.95134,.04866,106,1.1422,.22616,.77384
52,4.7845,.94732,.05268,107,1.0196,.20189,.79811
53,4.7628,.94304,.05696,108,.8118,.16074,.83926
54,4.7397,.93847,.06153,109,.4174,.08264,.91736
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,4.9473,.98946,.01054,55,4.6722,.93444,.06556
1,4.9881,.99762,.00238,56,4.6464,.92929,.07071
2,4.9897,.99794,.00206,57,4.6189,.92379,.07621
3,4.9903,.99806,.00194,58,4.5899,.91797,.08203
4,4.9904,.99809,.00191,59,4.5594,.91188,.08812
5,4.9902,.99804,.00196,60,4.5276,.90552,.09448
6,4.9897,.99795,.00205,61,4.4943,.89886,.10114
7,4.9890,.99780,.00220,62,4.4590,.89180,.10820
8,4.9881,.99762,.00238,63,4.4216,.88431,.11569
9,4.9868,.99736,.00264,64,4.3821,.87641,.12359
10,4.9851,.99702,.00298,65,4.3403,.86806,.13194
11,4.9830,.99661,.00339,66,4.2960,.85920,.14080
12,4.9805,.99611,.00389,67,4.2486,.84972,.15028
13,4.9778,.99556,.00444,68,4.1980,.83960,.16040
14,4.9751,.99503,.00497,69,4.1443,.82886,.17114
15,4.9727,.99454,.00546,70,4.0878,.81757,.18243
16,4.9707,.99414,.00586,71,4.0289,.80578,.19422
17,4.9691,.99381,.00619,72,3.9677,.79355,.20645
18,4.9678,.99355,.00645,73,3.9045,.78090,.21910
19,4.9666,.99332,.00668,74,3.8387,.76774,.23226
20,4.9654,.99308,.00692,75,3.7697,.75394,.24606
21,4.9642,.99283,.00717,76,3.6968,.73936,.26064
22,4.9630,.99259,.00741,77,3.6197,.72394,.27606
23,4.9617,.99233,.00767,78,3.5383,.70766,.29234
24,4.9603,.99205,.00795,79,3.4530,.69061,.30939
25,4.9586,.99172,.00828,80,3.3649,.67298,.32702
26,4.9568,.99135,.00865,81,3.2748,.65495,.34505
27,4.9545,.99091,.00909,82,3.1833,.63666,.36334
28,4.9521,.99042,.00958,83,3.0906,.61812,.38188
29,4.9494,.98988,.01012,84,2.9956,.59911,.40089
30,4.9465,.98931,.01069,85,2.8972,.57944,.42056
31,4.9435,.98869,.01131,86,2.7966,.55931,.44069
32,4.9402,.98804,.01196,87,2.6955,.53910,.46090
33,4.9366,.98732,.01268,88,2.5943,.51886,.48114
34,4.9327,.98654,.01346,89,2.4929,.49858,.50142
35,4.9284,.98569,.01431,90,2.3915,.47831,.52169
36,4.9238,.98476,.01524,91,2.2925,.45850,.54150
37,4.9188,.98375,.01625,92,2.1987,.43975,.56025
38,4.9132,.98264,.01736,93,2.1106,.42211,.57789
39,4.9071,.98141,.01859,94,2.0269,.40537,.59463
40,4.9002,.98004,.01996,95,1.9456,.38912,.61088
41,4.8925,.97851,.02149,96,1.8676,.37352,.62648
42,4.8839,.97679,.02321,97,1.7945,.35890,.64110
43,4.8744,.97487,.02513,98,1.7250,.34501,.65499
44,4.8638,.97275,.02725,99,1.6559,.33119,.66881
45,4.8522,.97044,.02956,100,1.5876,.31753,.68247
46,4.8396,.96792,.03208,101,1.5191,.30382,.69618
47,4.8261,.96521,.03479,102,1.4509,.29019,.70981
48,4.8114,.96229,.03771,103,1.3827,.27654,.72346
49,4.7957,.95914,.04086,104,1.3082,.26164,.73836
50,4.7785,.95571,.04429,105,1.2362,.24725,.75275
51,4.7600,.95200,.04800,106,1.1391,.22783,.77217
52,4.7401,.94803,.05197,107,1.0172,.20343,.79657
53,4.7189,.94379,.05621,108,.8102,.16204,.83796
54,4.6963,.93927,.06073,109,.4167,.08333,.91667
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,4.8984,.98949,.01051,55,4.6301,.93527,.06473
1,4.9388,.99765,.00235,56,4.6048,.93017,.06983
