Age,,o,_,Age,,o,_
53,2705.764,20573.00,319.2958,108,.002348448,.002079888,.002107181
54,2408.834,18156.32,302.7000,109,.001084056,.0004856882,.001027716
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,8362120,13269.87,55,1942.182,14306.84,253.9742
1,886082.3,7471851,4403.828,56,1723.765,12576.36,239.7546
2,791984.2,6679579,3793.807,57,1528.814,11041.04,225.9713
3,708050.2,5971357,3430.050,58,1354.790,9679.920,212.5593
4,633081.8,5338157,3179.248,59,1199.444,8474.299,199.4763
5,566091.0,4771980,2997.358,60,1060.830,7407.460,186.7497
6,506204.3,4265707,2850.935,61,937.2497,6464.403,174.4501
7,452666.7,3812985,2734.519,62,827.1944,5631.643,162.6605
8,404795.5,3408142,2634.728,63,729.2465,4897.076,151.3916
9,361997.8,3046108,2557.112,64,642.1009,4249.886,140.6144
10,323734.8,2722345,2498.102,65,564.6166,3680.413,130.3279
11,289519.1,2432803,2448.425,66,495.7959,3180.003,120.5555
12,258919.7,2173862,2403.991,67,434.7470,2740.896,111.3212
13,231542.6,1942295,2351.827,68,380.6096,2356.161,102.5827
14,207037.2,1735224,2280.729,69,332.6163,2019.634,94.29956
15,185099.0,1550082,2189.312,70,290.0750,1725.841,86.42578
16,165458.5,1384571,2079.102,71,252.3831,1469.920,78.93252
17,147881.0,1236633,1958.266,72,219.0227,1247.536,71.81339
18,132154.6,1104420,1833.117,73,189.5350,1054.816,65.06674
19,118092.2,986270.3,1712.273,74,163.5406,888.2803,58.72355
20,105521.7,880695.4,1599.632,75,140.6870,744.7970,52.80092
21,94286.32,786360.1,1495.827,76,120.6463,621.5548,47.30279
22,84242.84,702071.3,1398.427,77,103.1049,516.0461,42.21143
23,75266.80,626762.2,1308.864,78,87.77744,426.0461,37.50400
24,67245.70,559478.0,1227.298,79,74.39986,349.5897,33.14828
25,60078.70,499364.5,1153.689,80,62.73777,284.9471,29.11401
26,53674.39,445658.5,1086.684,81,52.59422,230.5920,25.38436
27,47952.70,397677.5,1026.751,82,43.80451,185.1682,21.95466
28,42839.12,354812.2,971.2796,83,36.22808,147.4636,18.82738
29,38269.21,316518.8,919.9948,84,29.74508,116.3889,16.01120
30,34184.63,282311.4,871.8852,85,24.23617,90.96796,13.50195
31,30533.76,251756.2,826.5184,86,19.57447,70.34165,11.27416
32,27270.76,224465.3,783.8511,87,15.64758,53.76362,9.303474
33,24354.90,200091.7,744.0860,88,12.36924,40.58098,7.580680
34,21748.96,178325.0,706.6082,89,9.659878,30.21919,6.094014
35,19420.59,158888.0,671.8049,90,7.444922,22.17656,4.828088
36,17339.81,141532.7,638.9561,91,5.651248,16.02137,3.760726
37,15480.47,126037.6,608.0369,92,4.216163,11.38590,2.872627
38,13819.31,112204.7,579.1588,93,3.089193,7.955717,2.150418
39,12335.06,99856.76,551.9619,94,2.222758,5.462767,1.578152
40,11009.14,88835.61,526.5354,95,1.570821,3.683278,1.136194
41,9824.766,78999.64,502.8084,96,1.088773,2.436378,.8012806
42,8766.749,70222.37,480.5100,97,.7389958,1.579951,.5525615
43,7821.550,62390.86,459.4278,98,.4911856,1.003859,.3727302
44,6977.105,55404.30,439.3971,99,.3199442,.6242158,.2462867
45,6222.396,49172.75,420.0108,100,.2038589,.3791986,.1591134
46,5547.974,43615.94,401.2934,101,.1268970,.2245788,.1003967
47,4945.121,38662.18,382.9838,102,.07696713,.1293434,.06170461
48,4406.396,34247.39,365.2044,103,.04538350,.07222990,.03686037
49,3924.992,30314.23,347.9128,104,.02602380,.03892126,.02143109
50,3494.948,26811.39,331.2041,105,.01434329,.02011107,.01197018
51,3110.775,23692.97,315.0046,106,.007697649,.009847536,.006535640
52,2767.492,20918.00,299.1685,107,.003934398,.004437739,.003410745
53,2460.802,18449.90,283.7135,108,.001935527,.001710406,.001733699
54,2186.835,16255.95,268.6330,109,.0008918511,.0003988600,.0008447856
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,8223977,13122.71,55,1760.345,12792.70,225.2208
1,884500.0,7335299,4264.135,56,1559.588,11227.04,212.3434
2,789158.2,6545854,3655.717,57,1380.735,9840.428,199.8833
3,704263.8,5841419,3293.563,58,1221.381,8613.338,187.7806
4,628571.9,5212730,3044.313,59,1079.401,7528.378,175.9959
5,561054.7,4651590,2863.871,60,952.9556,6570.024,164.5527
6,500804.9,4150717,2718.873,61,840.4385,5724.378,153.5131
7,447038.6,3703624,2603.796,62,740.4265,4978.969,142.9502
8,399048.7,3304528,2505.329,63,651.5872,4322.628,132.8719
9,356221.4,2948271,2428.880,64,572.6975,3745.392,123.2504
10,318000.1,2630244,2370.860,65,502.6891,3238.379,114.0836
11,283882.7,2346338,2322.104,66,440.6283,2793.650,105.3903
12,253425.6,2092892,2278.572,67,385.6824,2404.100,97.19045
13,226224.7,1866643,2227.558,68,337.0520,2063.394,89.44464
14,201920.9,1664689,2158.151,69,294.0251,1765.912,82.11567
15,180202.5,1484445,2069.068,70,255.9617,1506.670,75.16130
16,160793.9,1323600,1961.865,71,222.3047,1281.249,68.55483
17,143455.3,1180090,1844.533,72,192.5756,1085.718,62.28943
18,127970.7,1052062,1723.233,73,166.3510,916.5713,56.36244
19,114149.2,937857.5,1606.313,74,143.2800,770.6675,50.79985
20,101816.3,835989.9,1497.525,75,123.0375,645.1845,45.61533
21,90813.01,745129.7,1397.450,76,105.3225,537.5958,40.81101
22,80994.62,664090.9,1303.717,77,89.84839,445.6527,36.37007
23,72235.46,591814.8,1217.680,78,76.35506,367.3642,32.27135
24,64422.16,527355.8,1139.465,79,64.60272,300.9758,28.48563
25,57453.31,469869.2,1069.006,80,54.37904,244.9458,24.98555
26,51237.20,418601.8,1004.983,81,45.50554,197.9167,21.75554
27,45693.57,372881.3,947.8199,82,37.83283,158.6853,18.79060
28,40748.01,332108.4,895.0060,83,31.23339,126.1789,16.09192
29,36336.17,295749.2,846.2656,84,25.59840,99.43623,13.66605
30,32399.95,263327.7,800.6247,85,20.82022,77.59827,11.50843
31,28888.00,234419.5,757.6625,86,16.78553,59.91076,9.596244
32,25754.80,208645.6,717.3291,87,13.39418,45.72013,7.907766
33,22959.96,185668.0,679.8061,88,10.56904,34.45606,6.434313
34,20466.66,165184.6,644.5046,89,8.239259,25.61811,5.165085
35,18242.93,146926.3,611.7809,90,6.338704,18.77052,4.086241
36,16259.25,130652.5,580.9501,91,4.802954,13.53926,3.178242
37,14489.86,116149.0,551.9821,92,3.576887,9.606644,2.424090
38,12911.89,103224.3,524.9747,93,2.616114,6.701763,1.811902
39,11504.52,91707.83,499.5851,94,1.879004,4.594353,1.327681
40,10249.54,81447.11,475.8906,95,1.325518,3.092753,.9543881
41,9130.556,72306.14,453.8193,96,.9171078,2.042450,.6720139
42,8132.749,64163.63,433.1139,97,.6213677,1.322343,.4626866
43,7242.948,56911.46,413.5729,98,.4122647,.8388140,.3116070
44,6449.434,50453.29,395.0396,99,.2680579,.5207383,.2055693
45,5741.532,44703.31,377.1346,100,.1704935,.3158229,.1325947
46,5110.088,39585.08,359.8782,101,.1059384,.1867405,.08352953
47,4546.682,35030.45,343.0280,102,.06414030,.1073765,.05125512
48,4044.129,30978.62,326.6949,103,.03775265,.05986608,.03056872
49,3595.870,27375.27,310.8383,104,.02160946,.03220749,.01774457
50,3196.170,24171.88,295.5436,105,.01188901,.01661590,.009895101
51,2839.759,21325.14,280.7414,106,.006369112,.008123750,.005394262
52,2521.872,18796.46,266.2971,107,.003249547,.003655623,.002810872
53,2238.396,16551.42,252.2257,108,.001595760,.001407053,.001426913
54,1985.638,14559.32,238.5197,109,.0007339804,.0003276698,.0006946600
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,8090293,12984.28,55,1595.813,11442.56,199.8199
1,882923.4,7203198,4133.153,56,1411.300,10025.77,188.1558
2,786347.3,6416565,3526.329,57,1247.225,8773.234,176.8900
3,700504.4,5715891,3165.769,58,1101.313,7666.774,165.9668
4,624102.0,5091672,2918.058,59,971.5556,6690.215,155.3495
5,556072.0,4535516,2739.050,60,856.2145,5829.150,145.0582
6,495472.5,4039976,2595.460,61,753.7738,5070.706,135.1477
7,441490.4,3598432,2481.704,62,662.8912,4403.354,125.6820
8,393393.6,3204992,2384.541,63,582.3151,3816.791,116.6666
9,350547.2,2854409,2309.238,64,510.9000,3301.842,108.0753
10,312376.9,2542006,2252.191,65,447.6465,2850.345,99.90445
11,278365.7,2263618,2204.337,66,391.6818,2455.018,92.16959
12,248057.5,2015540,2161.687,67,342.2283,2109.358,84.88672
13,221038.1,1794478,2111.796,68,298.5439,1807.577,78.01940
14,196939.8,1597506,2044.037,69,259.9686,1544.552,71.53322
15,175443.9,1422022,1957.225,70,225.9106,1315.746,65.38954
16,156268.8,1265704,1852.940,71,195.8554,1117.146,59.56360
17,139169.6,1126480,1739.007,72,169.3609,945.1855,54.04829
18,123926.3,1002499,1621.429,73,146.0369,796.6943,48.84017
19,110344.6,892100.8,1508.299,74,125.5590,668.8360,43.96096
20,98247.31,793804.0,1403.226,75,107.6279,559.0689,39.42150
21,87473.51,706285.0,1306.740,76,91.96737,465.1226,35.22241
22,77877.11,628365.4,1216.529,77,78.31556,384.9812,31.34786
23,69331.28,558995.2,1133.874,78,66.43558,316.8634,27.77824
24,61721.89,497237.9,1058.866,79,56.10983,259.2026,24.48711
25,54947.03,442259.1,991.4175,80,47.14599,210.6252,21.44971
26,48914.74,393315.5,930.2390,81,39.38245,169.9242,18.65169
27,43544.63,349745.2,875.7127,82,32.68379,136.0322,16.08786
28,38762.43,310959.1,825.4249,83,26.93444,108.0000,13.75843
29,34503.96,276433.3,779.0986,84,22.03569,84.97932,11.66821
30,30711.38,245701.5,735.7955,85,17.89058,66.21420,9.812446
31,27333.65,218348.7,695.1066,86,14.39791,51.04262,8.170710
32,24325.60,194005.1,656.9755,87,11.46847,38.89220,6.723624
33,21647.20,172341.2,621.5645,88,9.033378,29.26478,5.463074
34,19262.06,153063.5,588.3094,89,7.029556,21.72444,4.379174
35,17138.61,135910.4,557.5376,90,5.398404,15.89263,3.459502
36,15247.77,120649.0,528.5975,91,4.083180,11.44534,2.686848
37,13564.23,107072.0,501.4544,92,3.035432,8.108025,2.046253
38,12065.53,94994.53,476.1936,93,2.216139,5.647267,1.527173
39,10731.25,84252.11,452.4882,94,1.588888,3.865239,1.117329
40,9543.577,74698.13,430.4048,95,1.118862,2.597747,.8019368
41,8486.508,66201.94,409.8711,96,.7727452,1.712773,.5637869
42,7545.610,58647.27,390.6424,97,.5226245,1.107100,.3875583
43,6708.069,51930.67,372.5273,98,.3461325,.7011354,.2605940
44,5962.507,45960.08,355.3771,99,.2246570,.4345589,.1716408
45,5298.589,40653.70,338.8378,100,.1426344,.2631272,.1105329
46,4707.453,35938.74,322.9262,101,.08846981,.1553297,.06951959
47,4180.973,31750.46,307.4167,102,.05346848,.08917039,.04258970
48,3712.214,28031.18,292.4099,103,.03141517,.04963550,.02535964
49,3294.861,24729.46,277.8670,104,.01794987,.02666093,.01469723
50,2923.399,21799.46,263.8644,105,.009857983,.01373289,.008182570
51,2592.775,19200.31,250.3368,106,.005271649,.006704026,.004453758
52,2298.432,16895.67,237.1599,107,.002684822,.003012395,.002317310
53,2036.436,14853.20,224.3460,108,.001316089,.001157906,.001174825
54,1803.263,13044.06,211.8871,109,.0006042651,.0002692804,.0005714129
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7960856,12853.85,55,1446.911,10238.25,177.3689
1,881352.3,7075340,4010.152,56,1277.338,8955.933,166.8021
2,783551.4,6291504,3404.916,57,1126.828,7824.308,156.6141
3,696771.7,5594563,3045.939,58,993.2315,6826.434,146.7536
4,619671.9,4974775,2799.754,59,874.6491,5947.281,137.1863
5,551142.3,4423549,2622.166,60,769.4410,5173.482,127.9293
6,490206.2,3933276,2479.969,61,676.1769,4493.115,119.0306
7,436020.6,3497203,2367.516,62,593.5921,3895.529,110.5465
8,387828.4,3109329,2271.637,63,520.5116,3371.219,102.4804
9,344973.2,2764321,2197.462,64,455.8635,2911.743,94.80731
10,306862.9,2457432,2141.369,65,398.7133,2509.600,87.52280
11,272965.5,2184444,2094.400,66,348.2454,2158.114,80.63923
12,242812.5,1941612,2052.612,67,303.7348,1851.333,74.16945
13,215979.4,1725609,2003.816,68,264.4924,1583.974,68.07967
14,192090.2,1533488,1937.664,69,229.9072,1351.363,62.33811
15,170819.1,1362629,1853.060,70,199.4320,1149.376,56.90940
16,151878.7,1210703,1751.610,71,172.5918,974.3644,51.77063
17,135019.3,1075631,1640.970,72,148.9788,823.0993,46.91450
18,120016.6,955561.1,1526.994,73,128.2332,692.7110,42.33700
19,106673.2,848836.3,1417.526,74,110.0556,580.6400,38.05622
20,94809.44,753979.1,1316.033,75,94.17070,484.5975,34.08060
21,84262.44,669672.9,1223.001,76,80.32510,402.5441,30.40963
22,74884.82,594747.2,1136.175,77,68.27978,332.6724,27.02840
23,66548.73,528161.1,1056.762,78,57.81910,273.3893,23.91882
24,59139.32,468987.9,984.8254,79,48.74567,223.2962,21.05694
25,52554.25,416403.2,920.2533,80,40.88542,181.1695,18.42040
26,46701.40,369674.3,861.7880,81,34.09203,145.9360,15.99597
27,41500.31,328149.5,809.7726,82,28.24289,116.6491,13.77841
28,36876.89,291250.0,761.8859,83,23.23332,92.46885,11.76718
29,32767.16,258462.2,717.8500,84,18.97390,72.64680,9.965693
30,29113.59,229329.2,676.7611,85,15.37732,56.51779,8.369118
31,25865.48,203445.6,638.2215,86,12.35328,43.50071,6.959195
32,22978.04,180450.6,602.1687,87,9.822342,33.09430,5.718649
33,20411.63,160023.2,568.7474,88,7.723003,24.86343,4.639937
34,18130.31,141878.2,537.4168,89,5.999160,18.42835,3.714044
35,16102.92,125761.6,508.4773,90,4.598905,13.46023,2.929836
36,14300.86,111448.0,481.3088,91,3.472275,9.678319,2.272164
37,12699.23,98736.77,455.8727,92,2.576693,6.845366,1.727868
38,11276.00,87449.64,432.2426,93,1.877871,4.760215,1.287604
39,10011.18,77428.04,410.1070,94,1.343967,3.252880,.9406096
40,8887.365,68530.98,389.5227,95,.9447097,2.182675,.6740580
41,7888.918,60633.07,370.4169,96,.6513054,1.436778,.4731450
42,7001.793,53622.87,352.5572,97,.4397083,.9271970,.3247359
43,6213.538,47401.42,335.7618,98,.2906992,.5862476,.2180045
44,5513.113,41880.84,319.8892,99,.1883423,.3627618,.1433599
45,4890.517,36983.13,304.6093,100,.1193655,.2192969,.09217270
46,4337.177,32639.04,289.9354,101,.07390541,.1292456,.05787895
47,3845.254,28787.06,275.6578,102,.04458672,.07407619,.03540127
48,3408.059,25372.51,261.8677,103,.02615012,.04116719,.02104539
49,3019.520,22346.71,248.5274,104,.01491496,.02207709,.01217740
50,2674.332,19666.34,235.7058,105,.008176649,.01135400,.006768753
51,2367.656,17292.87,223.3411,106,.004364759,.005534321,.003678504
52,2095.135,15192.07,211.3184,107,.002218993,.002483206,.001911076
53,1853.010,13333.57,199.6476,108,.001085806,.0009532062,.0009676087
54,1637.919,11690.31,188.3205,109,.0004976465,.0002213730,.0004701963
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7835470,12730.78,55,1312.132,9163.627,157.5151
1,879786.9,6951527,3894.477,56,1156.297,8002.827,147.9406
2,780770.4,6170473,3290.822,57,1018.238,6980.254,138.7258
3,693065.5,5477239,2933.418,58,895.9213,6080.145,129.8230
4,615280.9,4861843,2688.747,59,787.5555,5288.534,121.2002
5,546264.9,4315495,2512.565,60,691.5930,4593.024,112.8720
6,485005.1,3830424,2371.744,61,606.6853,3982.579,104.8803
7,430628.2,3399743,2260.577,62,531.6419,3447.360,97.27450
8,382351.7,3017347,2165.963,63,465.3604,2978.604,90.05622
9,339497.6,2677815,2092.897,64,406.8382,2568.542,83.20190
10,301455.7,2376333,2037.740,65,355.2021,2210.285,76.70623
11,267679.3,2108632,1991.637,66,309.6907,1897.712,70.57899
12,237687.3,1870926,1950.693,67,269.6281,1625.380,64.83029
13,211045.1,1659858,1902.967,68,234.3753,1388.464,59.42886
14,187368.3,1472460,1838.380,69,203.3663,1182.706,54.34533
15,166324.1,1306097,1755.925,70,176.0959,1004.354,49.54734
16,147619.5,1158431,1657.227,71,152.1257,850.0955,45.01367
17,130999.7,1027380,1549.780,72,131.0795,717.0043,40.73696
18,116236.8,911091.7,1439.289,73,112.6260,602.4855,36.71280
19,103130.2,807911.6,1333.357,74,96.48909,504.2295,32.95618
20,91497.66,716367.8,1235.318,75,82.41568,420.1757,29.47354
21,81174.64,635151.0,1145.611,76,70.17352,348.4922,26.26349
22,72012.53,563099.2,1062.036,77,59.54455,287.5594,23.31206
23,63882.51,499180.8,985.7332,78,50.33257,235.9524,20.60257
24,56669.11,442479.2,916.7362,79,42.35862,192.4229,18.11333
25,50269.65,392180.5,854.9130,80,35.46518,155.8810,15.82417
26,44591.89,347562.3,799.0360,81,29.51987,125.3728,13.72290
27,39555.35,307983.6,749.4116,82,24.41174,100.0586,11.80435
28,35086.18,272876.0,703.8074,83,20.04604,79.19558,10.06740
29,31120.64,241735.6,661.9449,84,16.34187,62.12320,8.514351
30,27601.54,214115.8,622.9533,85,13.22069,48.25625,7.140399
31,24478.57,189620.0,586.4458,86,10.60190,37.08466,5.929229
32,21707.33,167896.7,552.3547,87,8.414807,28.16949,4.865452
33,19248.59,148633.2,520.8081,88,6.604550,21.13062,3.942091
34,17066.90,131552.4,491.2873,89,5.121243,15.63725,3.150950
35,15131.49,116408.1,464.0680,90,3.918928,11.40370,2.482062
36,13414.28,102981.9,438.5598,91,2.953622,8.186690,1.922099
37,11890.78,91079.87,414.7206,92,2.187920,5.781175,1.459492
38,10539.40,80530.07,392.6133,93,1.591704,4.013777,1.085968
39,9340.591,71179.76,371.9410,94,1.137138,2.738412,.7920977
40,8277.321,62893.41,352.7516,95,.7979044,1.834515,.5667555
41,7334.359,55550.69,334.9721,96,.5491172,1.205647,.3972057
42,6498.033,49044.85,318.3818,97,.3700607,.7767810,.2721863
43,5756.249,43281.28,302.8078,98,.2442194,.4903460,.1824358
44,5098.300,38176.07,288.1157,99,.1579473,.3029268,.1197785
45,4514.516,33654.91,273.9973,100,.09992426,.1828282,.07688790
46,3996.607,29651.94,260.4629,101,.06175843,.1075777,.04820364
47,3537.018,26108.74,247.3174,102,.03719233,.06155772,.02943606
48,3129.301,22973.47,234.6433,103,.02177457,.03415519,.01747101
49,2767.617,20200.10,222.4045,104,.01239726,.01828757,.01009303
50,2446.873,17747.70,210.6623,105,.006784331,.009390401,.005601141
51,2162.433,15579.95,199.3587,106,.003615097,.004570273,.003039242
52,1910.134,13664.66,188.3873,107,.001834609,.002047685,.001576600
53,1686.388,11973.27,177.7560,108,.0008961233,.0007849663,.0007972175
54,1487.991,10480.43,167.4560,109,.0004099816,.0001820522,.0003870430
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7713949,12614.47,55,1190.114,8204.412,139.9493
1,878227.0,6831574,3785.537,56,1046.911,7153.424,131.2724
2,778004.1,6053286,3183.455,57,920.2776,6229.229,122.9363
3,689385.5,5363734,2827.614,58,808.2929,5417.158,114.8967
4,610928.8,4752691,2584.446,59,709.2663,4704.239,107.1238
5,541439.3,4211169,2409.655,60,621.7389,4078.978,99.62969
6,479868.3,3731235,2270.195,61,544.4403,3531.165,92.45120
7,425311.9,3305872,2160.297,62,476.2502,3051.710,85.63142
8,376961.8,2928866,2066.929,63,416.1355,2632.538,79.17060
9,334118.3,2594714,1994.953,64,363.1586,2266.501,73.04643
10,296153.2,2298535,1940.716,65,316.5042,1947.275,67.25299
11,262504.7,2036009,1895.461,66,275.4618,1669.249,61.79785
12,232679.2,1803311,1855.342,67,239.4020,1427.447,56.68879
13,206232.0,1597057,1808.661,68,207.7321,1217.463,51.89688
14,182770.5,1414257,1745.599,69,179.9286,1035.419,47.39499
15,161955.1,1252264,1665.235,70,155.5248,877.9006,43.15350
16,143486.9,1108732,1569.209,71,134.1165,741.9041,39.15278
17,127106.7,981576.6,1464.857,72,115.3569,624.7768,35.38551
18,112582.5,868943.7,1357.740,73,98.94112,524.1729,31.84699
19,99710.86,769184.7,1255.223,74,84.61468,438.0086,28.54958
20,88307.14,680833.0,1160.514,75,72.14507,364.4296,25.49808
21,78205.17,602587.2,1074.007,76,61.31960,301.7906,22.69041
22,69255.21,533294.2,993.5569,77,51.93945,248.6402,20.11351
23,61327.56,471932.2,920.2365,78,43.82620,203.7043,17.75205
24,54306.20,417594.9,854.0543,79,36.81762,165.8690,15.58640
25,48088.16,369478.9,794.8582,80,30.77127,134.1635,13.59834
26,42581.15,326872.7,741.4507,81,25.56743,107.7400,11.77671
27,37704.75,289145.7,694.1035,82,21.10574,85.85406,10.11642
28,33385.37,255739.9,650.6691,83,17.30054,67.84840,8.615948
29,29559.56,226161.6,610.8691,84,14.07869,53.14038,7.276723
30,26170.50,199973.7,573.8643,85,11.36956,41.21504,6.094037
31,23168.29,176789.2,539.2785,86,9.101282,31.62470,5.053320
32,20508.97,156265.1,507.0391,87,7.210950,23.98497,4.140874
33,18153.72,138097.3,477.2589,88,5.649640,17.96381,3.350273
34,16067.58,122016.7,449.4405,89,4.373028,13.27302,2.674082
35,14220.24,107784.4,423.8364,90,3.340439,9.664400,2.103396
36,12584.09,95189.08,399.8843,91,2.513161,6.927129,1.626489
37,11135.10,84043.48,377.5392,92,1.858344,4.883967,1.233196
38,9852.105,74181.65,356.8541,93,1.349542,3.385461,.9162032
39,8715.989,65456.59,337.5459,94,.9624239,2.306048,.6672497
40,7710.126,57738.05,319.6547,95,.6741142,1.542385,.4766890
41,6819.666,50910.61,303.1073,96,.4631024,1.012024,.3335633
42,6031.317,44872.05,287.6941,97,.3115403,.6509779,.2282151
43,5333.338,39531.93,273.2507,98,.2052346,.4102665,.1527205
44,4715.353,34810.18,259.6494,99,.1324988,.2530443,.1001091
45,4168.015,30636.04,246.6024,100,.08367583,.1524747,.06415907
46,3683.315,26946.86,234.1172,101,.05162435,.08957217,.04015911
47,3253.973,23687.19,222.0123,102,.03103424,.05117191,.02448423
48,2873.779,20807.94,210.3621,103,.01813704,.02834708,.01450862
49,2537.121,18265.54,199.1320,104,.01030794,.01515364,.008368276
50,2239.113,16021.38,188.3767,105,.005630962,.007769037,.004636525
51,1975.316,14041.20,178.0416,106,.002995192,.003775447,.002511935
52,1741.755,12294.74,168.0279,107,.001517321,.001689130,.001301113
53,1535.005,10755.19,158.3418,108,.0007398287,.0006466438,.0006570583
54,1352.016,9398.767,148.9742,109,.0003378758,.0001497676,.0003187055
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7596120,12504.39,55,1079.629,7347.917,124.4000
1,876672.6,6715306,3682.798,56,948.0393,6396.186,116.5352
2,775252.6,5939771,3082.281,57,831.8906,5560.754,108.9926
3,685731.6,5253874,2727.994,58,729.3682,4827.977,101.7312
4,606615.2,4647145,2486.315,59,638.8782,4185.808,94.72311
5,536664.7,4110399,2312.904,60,559.0458,3623.596,87.97835
6,474794.9,3635539,2174.788,61,488.6752,3131.893,81.52907
7,420070.4,3215418,2066.142,62,426.7130,2702.309,75.41291
8,371657.2,2843717,1974.002,63,372.1912,2327.402,69.62892
9,328833.6,2514850,1903.098,64,324.2338,2000.599,64.15603
10,290953.1,2223872,1849.762,65,282.0799,1716.092,58.98786
11,257438.9,1966412,1805.340,66,245.0669,1468.745,54.13008
12,227785.2,1738609,1766.027,67,212.6090,1254.004,49.58854
13,201536.9,1537050,1720.366,68,184.1570,1067.850,45.33646
14,178293.4,1358728,1658.791,69,159.2265,906.7517,41.34881
15,157708.2,1200983,1580.461,70,137.3870,767.6040,37.59845
16,139477.1,1061462,1487.031,71,118.2657,647.6804,34.06725
17,123335.9,938078.5,1385.679,72,101.5432,544.5788,30.74798
18,109049.3,828980.5,1281.826,73,86.93901,456.1787,27.63578
19,96410.63,732523.3,1182.610,74,74.21886,380.6007,24.74077
20,85233.23,647247.1,1091.111,75,63.16927,316.1758,22.06641
21,75349.30,571858.6,1007.685,76,53.59561,261.4270,19.61009
22,66608.08,505214.2,930.2373,77,45.31666,215.0538,17.35966
23,58879.04,446302.0,859.7780,78,38.17025,175.9171,15.30103
24,52045.74,394226.5,796.2910,79,32.00940,143.0229,13.41643
25,46004.95,348194.9,739.6062,80,26.70533,115.5068,11.68944
26,40664.41,307506.6,688.5547,81,22.14982,92.61536,10.10982
27,35943.78,271541.6,643.3765,82,18.25216,73.68848,8.672661
28,31769.81,239752.3,602.0051,83,14.93497,58.14481,7.376139
29,28079.34,211655.2,564.1626,84,12.13214,45.47035,6.220994
30,24816.00,186822.7,529.0400,85,9.780240,35.21203,5.202676
31,21930.29,164877.1,496.2715,86,7.815180,26.97690,4.308183
32,19378.71,145484.0,465.7803,87,6.181012,20.42835,3.525326
33,17122.90,128348.0,437.6647,88,4.834132,15.27632,2.848211
34,15128.39,113207.3,411.4477,89,3.735173,11.26974,2.270107
35,13365.34,99830.60,387.3602,90,2.848148,8.192934,1.783067
36,11806.61,88013.43,364.8669,91,2.138997,5.863193,1.376782
37,10428.66,77574.94,343.9197,92,1.578871,4.127299,1.042322
38,9210.728,68355.12,324.5630,93,1.144557,2.856405,.7732245
39,8134.152,60212.50,306.5269,94,.8147945,1.942567,.5622608
40,7182.700,53021.97,289.8438,95,.5696995,1.297188,.4010650
41,6341.909,46672.83,274.4413,96,.3906789,.8497695,.2802089
42,5598.861,41067.24,260.1197,97,.2623541,.5457257,.1914098
43,4942.166,36118.79,246.7232,98,.1725261,.3433767,.1278872
44,4361.773,31751.10,234.1299,99,.1111852,.2114451,.08369731
45,3848.654,27896.79,222.0712,100,.07009155,.1272024,.05355523
46,3395.072,24496.31,210.5523,101,.04316690,.07460499,.03346825
47,2994.021,21497.05,199.4039,102,.02590407,.04255255,.02037224
48,2639.519,18852.50,188.6934,103,.01511207,.02353454,.01205258
49,2326.180,16521.49,178.3873,104,.008573541,.01256101,.006940610
50,2049.315,14467.54,168.5344,105,.004675214,.006429799,.003839340
51,1804.679,12658.43,159.0832,106,.002482414,.003119913,.002076826
52,1588.478,11065.66,149.9421,107,.001255330,.001393835,.001074131
53,1397.445,9664.071,141.1158,108,.0006110012,.0005328789,.0005417269
54,1228.676,8431.394,132.5948,109,.0002785471,.0001232509,.0002625244
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,1000000,7481818,12400.05,55,979.5702,6582.888,110.6289
1,875123.7,6602560,3585.776,56,858.6561,5720.888,103.4989
2,772515.6,5829763,2986.818,57,752.1270,4965.559,96.67316
3,682103.4,5147495,2634.074,58,658.2696,4304.213,90.11343
4,602339.5,4545042,2393.874,59,575.5818,3725.667,83.79374
5,531940.6,4013021,2221.827,60,502.7689,3220.050,77.72225
6,469783.9,3543173,2085.041,61,438.7057,2778.626,71.92700
7,414902.7,3128220,1977.631,62,382.4027,2393.651,66.44080
8,366436.5,2761741,1886.700,63,332.9531,2058.268,61.26173
9,323641.6,2438066,1816.850,64,289.5392,1766.434,56.36988
10,285853.3,2152189,1764.400,65,251.4509,1512.821,51.75855
11,252479.7,1899688,1720.792,66,218.0709,1292.720,47.43183
12,223002.4,1676668,1682.269,67,188.8543,1101.972,43.39394
13,196956.7,1479690,1637.603,68,163.2922,936.9099,39.62008
14,173933.6,1305728,1577.478,69,140.9368,794.3159,36.08715
15,153580.0,1152113,1501.126,70,121.3911,671.3691,32.77034
16,135586.1,1016484,1410.218,71,104.3115,565.5954,29.65286
